system,feature,effect_size_cohens_d,ci_low,ci_high,p_value,q_value_fdr,higher_in,significant_q05,analysis_type
bone_density,spine_l3_l4_bmd,0.1762,0.1278,0.2232,0.0002670717951425,0.0005651984501854,B (lean),True,continuous
bone_density,body_trunk_bmd,0.1713,0.125,0.2178,0.0002755537195199,0.0005764457120992,B (lean),True,continuous
bone_density,femur_right_lower_neck_bmc,0.1664,0.1221,0.2119,0.0002841964892607,0.0005877700118802,B (lean),True,continuous
bone_density,femur_lower_neck_mean_bmd,0.1734,0.1261,0.2203,0.0002940968132947,0.0006014114608948,B (lean),True,continuous
bone_density,femur_left_lower_neck_bmd,0.172,0.1262,0.2184,0.0003046054045029,0.0006159798179949,B (lean),True,continuous
bone_density,femur_left_wards_bmc,0.158,0.1147,0.2014,0.0003556543066698,0.0007035769979773,B (lean),True,continuous
bone_density,femur_right_shaft_area,0.1687,0.1223,0.2148,0.0003543328483508,0.0007035769979773,B (lean),True,continuous
bone_density,spine_l2_l4_bmc,0.1863,0.1351,0.2375,0.0003635466305479,0.0007114568468788,B (lean),True,continuous
bone_density,femur_shaft_mean_area,0.1698,0.1227,0.2162,0.0004121128701258,0.0007979206634351,B (lean),True,continuous
bone_density,body_arm_left_bmd,0.1657,0.1192,0.2133,0.0004457429370801,0.0008458359179616,B (lean),True,continuous
bone_density,femur_wards_mean_bmc,0.1605,0.1159,0.2048,0.0004508026595729,0.0008458359179616,B (lean),True,continuous
bone_density,spine_l1_area,0.1677,0.1214,0.2134,0.0004492120675908,0.0008458359179616,B (lean),True,continuous
bone_density,spine_l1_l4_bmc,0.1783,0.1282,0.2283,0.000503552475465,0.0009351688830064,B (lean),True,continuous
bone_density,spine_l2_bmc,0.1639,0.117,0.2097,0.0005126349205693,0.0009424197529658,B (lean),True,continuous
bone_density,femur_right_wards_bmc,0.1567,0.1118,0.201,0.000598043645943,0.0010884394356163,B (lean),True,continuous
bone_density,femur_right_lower_neck_bmd,0.161,0.115,0.207,0.0006413201549864,0.0011556462198766,B (lean),True,continuous
bone_density,body_spine_bmd,0.1587,0.1129,0.2049,0.0006567133988377,0.0011717827312595,B (lean),True,continuous
bone_density,body_trunk_right_bmd,0.1615,0.1145,0.2078,0.0006985359046884,0.0012343061616824,B (lean),True,continuous
bone_density,body_leg_left_bmd,0.1597,0.113,0.2056,0.0008968321399013,0.0015694562448274,B (lean),True,continuous
bone_density,femur_left_shaft_area,0.1587,0.1117,0.2052,0.000931970154093,0.0016154149337612,B (lean),True,continuous
bone_density,body_legs_bmd,0.1575,0.1105,0.2042,0.0009828377373066,0.0016875138508473,B (lean),True,continuous
bone_density,spine_l1_l3_area,0.1496,0.1045,0.1938,0.0011347359047513,0.0019301115389228,B (lean),True,continuous
bone_density,body_total_left_bmd,0.1541,0.1076,0.2011,0.0013073999715794,0.0022032110632171,B (lean),True,continuous
bone_density,body_leg_right_bmd,0.1526,0.1063,0.1997,0.001365946035831,0.0022807539313876,B (lean),True,continuous
bone_density,spine_l4_area,0.15,0.1032,0.1963,0.0015443841247914,0.0025552537337459,B (lean),True,continuous
bone_density,femur_left_wards_bmd,0.1419,0.0969,0.1863,0.0022073995165082,0.0036193397477882,B (lean),True,continuous
bone_density,body_total_bmd,0.1444,0.0976,0.191,0.0025800016862834,0.0041925027402106,B (lean),True,continuous
bone_density,spine_l1_l2_bmc,0.1396,0.0941,0.1852,0.0026685643012428,0.0042819404156708,B (lean),True,continuous
bone_density,spine_l1_l4_area,0.1511,0.1013,0.2009,0.0026820945460795,0.0042819404156708,B (lean),True,continuous
bone_density,spine_l3_bmd,0.1447,0.0968,0.1921,0.0028367968139293,0.004489539305523,B (lean),True,continuous
bone_density,spine_l1_l3_bmc,0.1552,0.1041,0.2064,0.0030214873503185,0.0047406094634308,B (lean),True,continuous
bone_density,body_arm_left_area,0.1231,0.084,0.1639,0.0032177680745713,0.0049692200772414,B (lean),True,continuous
bone_density,body_head_area,0.1035,0.0657,0.1345,0.0032218020281016,0.0049692200772414,B (lean),True,continuous
bone_density,femur_wards_mean_bmd,0.1368,0.0911,0.1821,0.0033365455472041,0.005102952013371,B (lean),True,continuous
bone_density,spine_l2_l4_area,0.1304,0.086,0.1759,0.0042608374591181,0.0064622701463291,B (lean),True,continuous
bone_density,body_arms_area,0.1187,0.0756,0.1592,0.0046443836939885,0.0069857672091397,B (lean),True,continuous
bone_density,spine_l2_l4_bmd,0.1494,0.0969,0.2001,0.0049913027979089,0.0074460418788477,B (lean),True,continuous
bone_density,femur_right_wards_bmd,0.1278,0.0823,0.173,0.0057692647636513,0.008536635666541,B (lean),True,continuous
bone_density,body_total_right_bmd,0.1277,0.08,0.1743,0.0081123083820832,0.0119067752059609,B (lean),True,continuous
bone_density,body_arm_right_area,0.1069,0.0668,0.1477,0.0109453397256172,0.0159364146404987,B (lean),True,continuous
bone_density,spine_l1_bmc,0.1145,0.0694,0.1598,0.0128803384332995,0.0184584377548072,B (lean),True,continuous
bone_density,spine_l2_l3_bmd,0.1222,0.0744,0.1712,0.012819872462742,0.0184584377548072,B (lean),True,continuous
bone_density,femur_neck_diff_bmc,0.0771,0.0458,0.1097,0.0156419117458453,0.0222408432636238,B (lean),True,continuous
bone_density,femur_lower_neck_diff_bmc,0.0535,0.0315,0.0743,0.0158575089323424,0.0223726095014443,B (lean),True,continuous
bone_density,spine_l1_l4_bmd,0.122,0.0699,0.1742,0.0220323157955638,0.0308452421137893,B (lean),True,continuous
bone_density,femur_total_diff_bmc,0.0788,0.0432,0.115,0.0288063547781586,0.0400210425162203,B (lean),True,continuous
bone_density,body_spine_bmc,0.0982,0.0544,0.1455,0.0304843336764065,0.0417154039782405,B (lean),True,continuous
bone_density,femur_upper_neck_mean_area,0.0965,0.0535,0.1396,0.030277908818747,0.0417154039782405,B (lean),True,continuous
bone_density,femur_left_lower_neck_area,0.0817,0.0427,0.1211,0.0422063177931851,0.057324998793729,B (lean),False,continuous
bone_density,femur_right_upper_neck_area,0.0844,0.0435,0.1247,0.0436464335682274,0.058841858588277,B (lean),False,continuous
bone_density,femur_left_upper_neck_area,0.0804,0.0412,0.1205,0.0480127134486414,0.064252307703329,B (lean),False,continuous
bone_density,spine_l2_bmd,0.0956,0.048,0.144,0.0514524132127288,0.0683528409103405,B (lean),False,continuous
bone_density,femur_left_neck_area,0.0833,0.0415,0.1275,0.0550584673949555,0.0726133410571153,B (lean),False,continuous
bone_density,femur_left_wards_area,0.0794,0.039,0.1213,0.0569213489819433,0.0745301116166452,B (lean),False,continuous
bone_density,femur_wards_mean_area,0.0834,0.04,0.1287,0.061766264842626,0.0802961442954139,B (lean),False,continuous
bone_density,body_ribs_area,0.0801,0.036,0.1205,0.0680818318152213,0.0878786765274488,B (lean),False,continuous
bone_density,femur_neck_mean_area,0.0815,0.0368,0.1267,0.0731553185943235,0.0937624505927245,B (lean),False,continuous
bone_density,femur_right_wards_area,0.0713,0.0289,0.1127,0.095925989729213,0.1220876232917256,B (lean),False,continuous
bone_density,femur_neck_diff_bmd,0.0524,0.0206,0.0853,0.1065222973559017,0.1346323480470425,B (lean),False,continuous
bone_density,femur_right_neck_area,0.0696,0.0263,0.1123,0.1125932761621366,0.1413239742173025,B (lean),False,continuous
bone_density,femur_lower_neck_mean_area,0.0705,0.0271,0.1131,0.1141483218201521,0.1422944833648471,B (lean),False,continuous
bone_density,femur_troch_diff_bmc,0.0396,0.0142,0.0654,0.1242981280178695,0.1538929204030765,B (lean),False,continuous
bone_density,femur_total_diff_bmd,0.0597,0.0212,0.0987,0.1273899641345828,0.1566552261655005,B (lean),False,continuous
bone_density,spine_l1_l3_bmd,0.0779,0.0256,0.1299,0.1437899683882615,0.1756360687695544,B (lean),False,continuous
bone_density,spine_l1_l2_bmd,0.0676,0.0194,0.116,0.1683379213638874,0.2042500112548501,B (lean),False,continuous
bone_density,body_ribs_bmc,0.0459,0.0135,0.0782,0.17278488784218,0.2082572820349454,B (lean),False,continuous
bone_density,femur_right_lower_neck_area,0.0539,0.0129,0.0959,0.1944898730485152,0.2328760322028275,B (lean),False,continuous
bone_density,body_head_bmc,0.0521,0.0112,0.0929,0.2181814838282595,0.2595361441617205,B (lean),False,continuous
bone_density,femur_shaft_diff_bmc,0.0385,0.0061,0.0699,0.2379449271968712,0.281207641232666,B (lean),False,continuous
bone_density,femur_troch_diff_area,0.0316,0.0022,0.0606,0.28813662453036,0.338328165577584,B (lean),False,continuous
bone_density,spine_l2_average_height,0.0,0.0,0.0096,0.3066215157537383,0.3577251017126947,A (adipose),False,continuous
bone_density,spine_l1_bmd,0.0455,-0.0032,0.0928,0.3589318382155234,0.4160865895237278,B (lean),False,continuous
bone_density,femur_troch_diff_bmd,-0.0259,-0.0602,0.008,0.459638598973247,0.5294571203362718,A (adipose),False,continuous
bone_density,body_ribs_bmd,0.0254,-0.0106,0.0607,0.4929885317460846,0.5607744548611713,B (lean),False,continuous
bone_density,femur_shaft_diff_area,-0.0221,-0.0538,0.009,0.4907658419393034,0.5607744548611713,A (adipose),False,continuous
bone_density,femur_wards_diff_bmd,-0.0235,-0.0601,0.0134,0.5397958480569344,0.6078609323454612,A (adipose),False,continuous
bone_density,spine_l2_l3_average_height,0.0,0.0,0.0112,0.5410630276921138,0.6078609323454612,A (adipose),False,continuous
bone_density,femur_lower_neck_diff_area,-0.0081,-0.0225,0.005,0.5494304100632071,0.6134744455920472,A (adipose),False,continuous
bone_density,femur_upper_neck_diff_bmd,0.0189,-0.0143,0.0531,0.5776016914401589,0.6409969990372495,B (lean),False,continuous
bone_density,femur_shaft_diff_bmd,0.0182,-0.0174,0.055,0.6197337245944603,0.6835850780375259,B (lean),False,continuous
bone_density,spine_l1_l2_average_height,0.0,0.0,0.0098,0.6466074219325029,0.7089310288657562,A (adipose),False,continuous
bone_density,femur_total_diff_area,0.0115,-0.0166,0.0389,0.6944871654197289,0.7568662521340758,B (lean),False,continuous
bone_density,femur_lower_neck_diff_bmd,0.0107,-0.018,0.04,0.7122512443591074,0.7670398016175002,B (lean),False,continuous
bone_density,femur_wards_diff_bmc,0.0072,-0.0123,0.0282,0.7113464598022405,0.7670398016175002,B (lean),False,continuous
bone_density,femur_neck_diff_area,-0.006,-0.0245,0.0115,0.7265617848150041,0.7778484990372396,A (adipose),False,continuous
bone_density,spine_l1_l3_average_height,0.0,-0.0025,0.015,0.7327526679693367,0.7798888045053759,A (adipose),False,continuous
bone_density,spine_l3_l4_average_height,0.0,-0.0075,0.0,0.7496819604287145,0.7932681209187561,A (adipose),False,continuous
bone_density,femur_upper_neck_diff_area,0.0035,-0.009,0.0174,0.7661657436969334,0.8060240771840571,B (lean),False,continuous
bone_density,body_spine_area,-0.0111,-0.0619,0.033,0.7792102539614052,0.8150360127642284,A (adipose),False,continuous
bone_density,spine_l4_average_height,0.0,0.0,0.0,0.8388966596437648,0.8724525260295154,A (adipose),False,continuous
bone_density,spine_l1_l4_average_height,0.0,-0.021,0.0056,0.8684796512660533,0.8980869121046687,A (adipose),False,continuous
bone_density,femur_upper_neck_diff_bmc,0.0025,-0.0179,0.0248,0.8738269406685489,0.8985113175235927,B (lean),False,continuous
bone_density,spine_l3_average_height,0.0,0.0,0.0,0.8802576043111372,0.9000386740709381,A (adipose),False,continuous
bone_density,body_head_bmd,0.0056,-0.0413,0.0524,0.9067474224725436,0.9181802317973776,B (lean),False,continuous
bone_density,femur_wards_diff_area,-0.0014,-0.0168,0.0129,0.9080903391402636,0.9181802317973776,A (adipose),False,continuous
bone_density,spine_l2_l4_average_height,0.0,-0.0052,0.0042,0.925757886375813,0.930872570830928,A (adipose),False,continuous
bone_density,spine_l1_average_height,0.0,0.0,0.0,0.9797726134465372,0.9797726134465372,A (adipose),False,continuous
cardiovascular_system,hr_bpm,-0.3602,-0.3602,-0.2402,5.061505064438745e-12,4.15043415283977e-10,A (adipose),True,continuous
cardiovascular_system,r_r_ms,0.3054,0.2638,0.3471,4.8058395699633455e-12,4.15043415283977e-10,B (lean),True,continuous
cardiovascular_system,sitting_blood_pressure_pulse_rate,-0.326,-0.326,-0.2173,1.5113638907226932e-09,8.262122602617392e-08,A (adipose),True,continuous
cardiovascular_system,qt_ms,0.2597,0.1948,0.3246,6.711108394257672e-09,2.7515544416456455e-07,B (lean),True,continuous
cardiovascular_system,sitting_blood_pressure_systolic,0.1837,0.1225,0.2449,2.519615962402941e-05,0.0008264340356681,B (lean),True,continuous
cardiovascular_system,standing_three_min_blood_pressure_pulse_rate,-0.3835,-0.4793,-0.2876,7.310377305984854e-05,0.0019981697969691,A (adipose),True,continuous
cardiovascular_system,standing_one_min_blood_pressure_pulse_rate,-0.3553,-0.4441,-0.2665,8.8575526882187e-05,0.0020751980583826,A (adipose),True,continuous
cardiovascular_system,r_ankle_pressure,0.1732,0.1299,0.2165,0.0001341941622992,0.002750980327135,B (lean),True,continuous
cardiovascular_system,l_ankle_pressure,0.1784,0.1338,0.223,0.0002661151050089,0.0048492085801639,B (lean),True,continuous
cardiovascular_system,lying_blood_pressure_pulse_rate,-0.3463,-0.3463,-0.2309,0.0004620729809104,0.0075779968869308,A (adipose),True,continuous
cardiovascular_system,p_mv_aVF,-0.1676,-0.1676,-0.1676,0.0005106271393874,0.0076129864417763,A (adipose),True,continuous
cardiovascular_system,l_ankle_index,0.165,0.0825,0.165,0.0011322405061971,0.0116054651885205,B (lean),True,continuous
cardiovascular_system,l_abi,0.165,0.0825,0.165,0.0011131218304166,0.0116054651885205,B (lean),True,continuous
cardiovascular_system,intima_media_th_mm_1_intima_media_thickness,0.1519,0.1078,0.1959,0.0010904822624246,0.0116054651885205,B (lean),True,continuous
cardiovascular_system,p_mv_III,-0.1335,-0.1335,-0.1335,0.001065265777891,0.0116054651885205,A (adipose),True,continuous
cardiovascular_system,p_axis,-0.0024,-0.0032,-0.0016,0.0010842469793346,0.0116054651885205,A (adipose),True,continuous
cardiovascular_system,standing_three_min_blood_pressure_systolic,0.2679,0.2009,0.3349,0.0013113918004102,0.0126510738392522,B (lean),True,continuous
cardiovascular_system,st_mv_V2,0.0652,0.0652,0.1304,0.0014334535029874,0.01306035413833,B (lean),True,continuous
cardiovascular_system,r_ankle_index,0.1554,0.0777,0.1554,0.0019896131654088,0.0156203373057323,B (lean),True,continuous
cardiovascular_system,r_abi,0.1554,0.0777,0.1554,0.0018578185780221,0.0156203373057323,B (lean),True,continuous
cardiovascular_system,p_mv_II,-0.1584,-0.1584,0.0,0.0020001651428071,0.0156203373057323,A (adipose),True,continuous
cardiovascular_system,t_axis,-0.0127,-0.0127,-0.0085,0.003585369330812,0.0267272986478718,A (adipose),True,continuous
cardiovascular_system,automorph_disc_height,-0.2995,-0.4155,-0.1808,0.0048789133890516,0.0347887737306292,A (adipose),True,continuous
cardiovascular_system,p_mv_V3,0.0,0.0,0.1269,0.006184955680938,0.0422638638197433,A (adipose),True,continuous
cardiovascular_system,t_mv_aVL,0.1213,0.0,0.1213,0.0076085997063456,0.0499124140736274,B (lean),True,continuous
cardiovascular_system,t_mv_III,-0.0986,-0.0986,-0.0986,0.0079930315139252,0.0504175833955282,A (adipose),False,continuous
cardiovascular_system,t_mv_I,0.1145,0.1145,0.1145,0.0092670700446774,0.0562888699010038,B (lean),False,continuous
cardiovascular_system,p_mv_aVR,0.0,0.0,0.0,0.0099529870284018,0.0582960668806393,A (adipose),False,continuous
cardiovascular_system,p_mv_V2,0.0463,0.0,0.0463,0.0135292099348007,0.0739596809769109,B (lean),False,continuous
cardiovascular_system,s_mv_V2,-0.1193,-0.167,-0.0716,0.0135251623882477,0.0739596809769109,A (adipose),False,continuous
cardiovascular_system,automorph_disc_width,-0.3245,-0.4649,-0.1921,0.0155447781194162,0.0822368906962665,A (adipose),False,continuous
cardiovascular_system,st_mv_V3,0.1024,0.0,0.1024,0.0171766757299464,0.0880304631159756,B (lean),False,continuous
cardiovascular_system,pr_ms,0.0919,0.0919,0.1838,0.0178586808752958,0.0887522322287427,B (lean),False,continuous
cardiovascular_system,st_mv_V4,0.0,0.0,0.0559,0.0281720826126704,0.1215847775915252,A (adipose),False,continuous
cardiovascular_system,j_mv_V5,0.1296,0.0,0.1296,0.0261913662206382,0.1215847775915252,B (lean),False,continuous
cardiovascular_system,j_mv_V3,0.1008,0.0,0.1008,0.027501930115292,0.1215847775915252,B (lean),False,continuous
cardiovascular_system,j_mv_V2,0.0626,0.0,0.0626,0.0269028461211457,0.1215847775915252,B (lean),False,continuous
cardiovascular_system,s_mv_I,-0.1273,-0.1273,-0.1273,0.027315136844246,0.1215847775915252,A (adipose),False,continuous
cardiovascular_system,r_brachial_pressure,0.0971,0.0486,0.1457,0.034426152599232,0.1411472256568513,B (lean),False,continuous
cardiovascular_system,s_mv_V4,-0.0778,-0.0778,-0.0389,0.0340623821623454,0.1411472256568513,A (adipose),False,continuous
cardiovascular_system,p_mv_aVL,0.0,0.0,0.154,0.0406325332383968,0.1625301329535874,A (adipose),False,continuous
cardiovascular_system,q_ms_I,0.0,0.0,0.3218,0.0430930807384859,0.168268220026469,A (adipose),False,continuous
cardiovascular_system,r_ms_aVR,0.0,0.0,0.0,0.0514307860796797,0.1961546259783134,A (adipose),False,continuous
cardiovascular_system,lying_blood_pressure_systolic,0.1328,0.0664,0.2657,0.0532032637340505,0.1983030739178248,B (lean),False,continuous
cardiovascular_system,s_mv_V3,-0.0661,-0.0992,-0.0331,0.0775762577442093,0.2765762232619635,A (adipose),False,continuous
cardiovascular_system,automorph_cdr_vertical,0.2666,0.1192,0.4221,0.0762214616088342,0.2765762232619635,B (lean),False,continuous
cardiovascular_system,l_brachial_pressure,0.0956,0.0478,0.0956,0.082564598274946,0.281664764108942,B (lean),False,continuous
cardiovascular_system,r_ms_II,0.0,0.0,0.1783,0.0836127876162811,0.281664764108942,A (adipose),False,continuous
cardiovascular_system,automorph_cup_width,-0.2062,-0.3136,-0.0898,0.0841559356179155,0.281664764108942,A (adipose),False,continuous
cardiovascular_system,standing_one_min_blood_pressure_systolic,0.1269,0.0635,0.1904,0.0916158490218208,0.3004999847915722,B (lean),False,continuous
cardiovascular_system,standing_three_min_blood_pressure_diastolic,0.101,0.101,0.2021,0.0938415116173834,0.3017648608872723,B (lean),False,continuous
cardiovascular_system,automorph_vein_fractal_dimension,-0.0946,-0.1501,-0.0395,0.0988864888870995,0.3118727726439294,A (adipose),False,continuous
cardiovascular_system,r_mv_aVF,-0.0658,-0.1316,-0.0329,0.1017435663680062,0.3148291487613779,A (adipose),False,continuous
cardiovascular_system,qrs_ms,0.0,0.0,0.1817,0.1060306178935619,0.3220189136026694,A (adipose),False,continuous
cardiovascular_system,s_mv_aVR,-0.1493,-0.1991,-0.0498,0.1210338347395707,0.360900889041629,A (adipose),False,continuous
